date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:48	207979/207979	---M--	200	added ('OK')	text/css	etag:%2232c6b-5be83b7ba8200%22	https://triper.dexignlab.com/xhtml/css/style.min.css	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/style.min.css	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:49	10880/10880	---M--	200	added ('OK')	text/css	etag:%222a80-5a58846d43180%22	https://triper.dexignlab.com/xhtml/css/skin/skin-1.css	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/skin/skin-1.css	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:49	146597/146597	---M--	200	added ('OK')	text/css	etag:%2223ca5-536055072f200%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/layers.css	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/layers.css	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:50	30072/30072	---M--	200	added ('OK')	text/css	etag:%227578-5501b5205bc80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:50	20762/20762	---M-Z	200	added ('OK')	text/html	etag:%22511a-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/hotel.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/hotel.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:50	59576/59576	---M--	200	added ('OK')	text/css	etag:%22e8b8-53f9b73de9100%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/navigation.css	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/navigation.css	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:51	23530/23530	---M-Z	200	added ('OK')	text/html	etag:%225bea-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/place.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/place.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:51	24224/24224	---M-Z	200	added ('OK')	text/html	etag:%225ea0-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/packages.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/packages.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:52	18548/18548	---M-Z	200	added ('OK')	text/html	etag:%224874-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/login.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/login.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:52	18189/18189	---M-Z	200	added ('OK')	text/html	etag:%22470d-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/register.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/register.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:53	1565/1565	---M--	200	added ('OK')	image/png	etag:%2261d-59011facaed00%22	https://triper.dexignlab.com/xhtml/images/logo.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/logo.png	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:53	47819/47819	---M-Z	200	added ('OK')	text/html	etag:%22bacb-5be840deab780-gzip%22	https://triper.dexignlab.com/xhtml/index-2.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/index-2.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:54	25638/25638	---M-Z	200	added ('OK')	text/html	etag:%226426-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/add-listing.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/add-listing.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:54	96577/96577	---M-Z	200	added ('OK')	text/html	etag:%2217941-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/listing-details-1.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/listing-details-1.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:54	67783/67783	---M-Z	200	added ('OK')	text/html	etag:%22108c7-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/listing-details-2.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/listing-details-2.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:55	24383/24383	---M-Z	200	added ('OK')	text/html	etag:%225f3f-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/about-us.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/about-us.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:55	39658/39658	---M-Z	200	added ('OK')	text/html	etag:%229aea-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/booking-details.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/booking-details.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:56	19854/19854	---M-Z	200	added ('OK')	text/html	etag:%224d8e-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/gallery.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/gallery.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:56	18519/18519	---M-Z	200	added ('OK')	text/html	etag:%224857-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/calendar.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/calendar.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:56	26091/26091	---M-Z	200	added ('OK')	text/html	etag:%2265eb-5a59d5484ef80-gzip%22	https://triper.dexignlab.com/xhtml/coming-soon.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/coming-soon.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:57	16950/16950	---M-Z	200	added ('OK')	text/html	etag:%224236-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/error-404.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/error-404.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:57	7746/7746	---M-Z	200	added ('OK')	text/html	etag:%221e42-5a5890dca0800-gzip%22	https://triper.dexignlab.com/xhtml/register-2.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/register-2.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:58	36833/36833	---M-Z	200	added ('OK')	text/html	etag:%228fe1-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/hotel-booking.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/hotel-booking.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:59	24345/24345	---M-Z	200	added ('OK')	text/html	etag:%225f19-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/blog-classic.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/blog-classic.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:34:59	32114/32114	---M-Z	200	added ('OK')	text/html	etag:%227d72-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/blog-classic-sidebar.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/blog-classic-sidebar.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:00	24535/24535	---M-Z	200	added ('OK')	text/html	etag:%225fd7-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/blog-detailed-grid.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/blog-detailed-grid.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:01	36429/36429	---M-Z	200	added ('OK')	text/html	etag:%228e4d-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/blog-detailed-grid-sidebar.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/blog-detailed-grid-sidebar.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:01	35219/35219	---M-Z	200	added ('OK')	text/html	etag:%228993-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/blog-left-img.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/blog-left-img.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:01	41832/41832	---M-Z	200	added ('OK')	text/html	etag:%22a368-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/blog-details.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/blog-details.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:02	24835/24835	---M-Z	200	added ('OK')	text/html	etag:%226103-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/portfolio-grid-2.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/portfolio-grid-2.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:02	24849/24849	---M-Z	200	added ('OK')	text/html	etag:%226111-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/portfolio-grid-3.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/portfolio-grid-3.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:03	24832/24832	---M-Z	200	added ('OK')	text/html	etag:%226100-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/portfolio-grid-4.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/portfolio-grid-4.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:03	22585/22585	---M-Z	200	added ('OK')	text/html	etag:%225839-5be83dac6ad00-gzip%22	https://triper.dexignlab.com/xhtml/contact.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/contact.html	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:04	271654/271654	---M--	200	added ('OK')	image/jpeg	etag:%2242526-59011e71f8680%22	https://triper.dexignlab.com/xhtml/images/main-slider/slide1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/main-slider/slide1.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:05	418567/418567	---M--	200	added ('OK')	image/jpeg	etag:%2266307-590119e67cd80%22	https://triper.dexignlab.com/xhtml/images/background/bg1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/background/bg1.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:05	430179/430179	---M--	200	added ('OK')	image/jpeg	etag:%2269063-59011e71f8680%22	https://triper.dexignlab.com/xhtml/images/main-slider/slide2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/main-slider/slide2.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:06	81217/81217	---M--	200	added ('OK')	image/jpeg	etag:%2213d41-59011ea578000%22	https://triper.dexignlab.com/xhtml/images/our-work/pic2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/our-work/pic2.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:06	75943/75943	---M--	200	added ('OK')	image/jpeg	etag:%22128a7-59011ea578000%22	https://triper.dexignlab.com/xhtml/images/our-work/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/our-work/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:06	220233/220233	---M--	200	added ('OK')	image/jpeg	etag:%2235c49-59011ea578000%22	https://triper.dexignlab.com/xhtml/images/our-work/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/our-work/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:06	268957/268957	---M--	200	added ('OK')	image/jpeg	etag:%2241a9d-59011ea578000%22	https://triper.dexignlab.com/xhtml/images/our-work/pic4.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/our-work/pic4.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:07	97958/97958	---M--	200	added ('OK')	image/jpeg	etag:%2217ea6-59011ea760480%22	https://triper.dexignlab.com/xhtml/images/our-work/pic5.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/our-work/pic5.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:07	111241/111241	---M--	200	added ('OK')	image/jpeg	etag:%221b289-59011ea760480%22	https://triper.dexignlab.com/xhtml/images/our-work/pic6.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/our-work/pic6.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:07	258123/258123	---M--	200	added ('OK')	image/jpeg	etag:%223f04b-590119e67cd80%22	https://triper.dexignlab.com/xhtml/images/background/bg3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/background/bg3.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:07	28122/28122	---M--	200	added ('OK')	image/jpeg	etag:%226dda-5952e733d8880%22	https://triper.dexignlab.com/xhtml/images/gallery/destinations/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/destinations/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:08	31898/31898	---M--	200	added ('OK')	image/jpeg	etag:%227c9a-5952e73007f80%22	https://triper.dexignlab.com/xhtml/images/gallery/destinations/pic2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/destinations/pic2.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:08	40054/40054	---M--	200	added ('OK')	image/jpeg	etag:%229c76-5916962c19280%22	https://triper.dexignlab.com/xhtml/images/gallery/destinations/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/destinations/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:08	37817/37817	---M--	200	added ('OK')	image/jpeg	etag:%2293b9-5916962c19280%22	https://triper.dexignlab.com/xhtml/images/gallery/destinations/pic4.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/destinations/pic4.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:08	27907/27907	---M--	200	added ('OK')	image/jpeg	etag:%226d03-5916962fe9b80%22	https://triper.dexignlab.com/xhtml/images/gallery/destinations/pic5.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/destinations/pic5.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:09	86445/86445	---M--	200	added ('OK')	image/jpeg	etag:%22151ad-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/img4.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img4.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:09	75488/75488	---M--	200	added ('OK')	image/jpeg	etag:%22126e0-59011bccdc900%22	https://triper.dexignlab.com/xhtml/images/gallery/img3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img3.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:09	60692/60692	---M--	200	added ('OK')	image/jpeg	etag:%22ed14-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/img6.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img6.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:09	303978/303978	---M--	200	added ('OK')	image/jpeg	etag:%224a36a-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/img5.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img5.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:10	6279/6279	---M--	200	added ('OK')	image/jpeg	etag:%221887-5953072a5f180%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img1.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:10	158196/158196	---M--	200	added ('OK')	image/jpeg	etag:%22269f4-59011bccdc900%22	https://triper.dexignlab.com/xhtml/images/gallery/img1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img1.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:11	99530/99530	---M--	200	added ('OK')	image/jpeg	etag:%22184ca-59011bccdc900%22	https://triper.dexignlab.com/xhtml/images/gallery/img2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img2.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:11	6201/6201	---M--	200	added ('OK')	image/jpeg	etag:%221839-5952bbcba1f80%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img2.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:11	4959/4959	---M--	200	added ('OK')	image/jpeg	etag:%22135f-5953071d05200%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img3.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:11	4977/4977	---M--	200	added ('OK')	image/jpeg	etag:%221371-59530722bdf80%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img4.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img4.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:12	7486/7486	---M--	200	added ('OK')	image/jpeg	etag:%221d3e-5953073200380%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img5.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img5.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:12	5890/5890	---M--	200	added ('OK')	image/jpeg	etag:%221702-5952bbcba1f80%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img6.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img6.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:13	5861/5861	---M--	200	added ('OK')	image/jpeg	etag:%2216e5-5953072e2fa80%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img7.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img7.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:13	146358/146358	---M--	200	added ('OK')	image/jpeg	etag:%2223bb6-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/img7.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img7.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:13	4365/4365	---M--	200	added ('OK')	image/jpeg	etag:%22110d-59530720d5b00%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img8.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img8.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:13	72083/72083	---M--	200	added ('OK')	image/jpeg	etag:%2211993-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/img8.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img8.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:13	143553/143553	---M--	200	added ('OK')	image/jpeg	etag:%22230c1-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/img9.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/img9.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:14	4270/4270	---M--	200	added ('OK')	image/jpeg	etag:%2210ae-595307268e880%22	https://triper.dexignlab.com/xhtml/images/gallery/small/img9.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/small/img9.jpg	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:14	377315/377315	---M--	200	added ('OK')	application/x-javascript	etag:%225c1e3-5df56e85ace80%22	https://triper.dexignlab.com/xhtml/js/combining.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/js/combining.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:15	38264/38264	---M--	200	added ('OK')	application/x-javascript	etag:%229578-561955c2c9400%22	https://triper.dexignlab.com/xhtml/plugins/datepicker/js/bootstrap-datetimepicker.min.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/datepicker/js/bootstrap-datetimepicker.min.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:15	12615/12615	---M--	200	added ('OK')	application/x-javascript	etag:%223147-51d177ea8d380%22	https://triper.dexignlab.com/xhtml/plugins/paroller/skrollr.min.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/paroller/skrollr.min.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:15	358776/358776	---M--	200	added ('OK')	application/x-javascript	etag:%2257978-566fdb7904e00%22	https://triper.dexignlab.com/xhtml/plugins/datepicker/js/moment.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/datepicker/js/moment.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:15	64861/64861	---M--	200	added ('OK')	application/x-javascript	etag:%22fd5d-5576d5cf27a80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:15	110563/110563	---M--	200	added ('OK')	application/x-javascript	etag:%221afe3-54c6baf8cb880%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:15	3341/3341	---M--	200	added ('OK')	application/x-javascript	etag:%22d0d-5a59d4e14fc80%22	https://triper.dexignlab.com/xhtml/js/rev.slider.js	C:/duan1_khachsan/triper.dexignlab.com/xhtml/js/rev.slider.js	(from https://triper.dexignlab.com/xhtml/index.html)
23:35:16	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:16%20GMT	https://triper.dexignlab.com/xhtml/css/owl.video.play.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/owl.video.play.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:16	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:17%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:17	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:17%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-bg_glass_95_fef1ec_1x400.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:17	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:17%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_222222_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_222222_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:17	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:17%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_222222_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_222222_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:17	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:18%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_888888_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_888888_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:18	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:18%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_454545_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_454545_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:18	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:18%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_454545_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_454545_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:18	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:19%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_2e83ff_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_2e83ff_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
